0 0.15
0.5 0.15
0.592 0.15
0.594400201 0.150856322
0.5984 0.157278739
0.600829281 0.17997128
0.601694646 0.211655205
0.602333765 0.248048903
0.602755127 0.278448344
0.603178376 0.306278819
0.603817495 0.342672516
0.604903447 0.376497247
0.605097619 0.412890944
0.605734852 0.451425447
0.60610433 0.548485298
0.606585123 0.502376624
0.606964035 0.587263853
0.608271517 0.622411601
0.609134052 0.657555068
0.610220947 0.690275143
0.611313502 0.715725041
0.612188302 0.735120741
0.614176409 0.753304745
0.616385103 0.773912141
0.618819572 0.790280742
0.621706062 0.797563763
0.624373853 0.8
0.627269305 0.795774049
0.630169474 0.785485337
0.633962365 0.7715701
0.636647136 0.752195808
0.639333794 0.730393842
0.641797169 0.707692738
0.645373442 0.681082523
0.649391331 0.658103114
0.656518436 0.637559943
0.660976999 0.619427318
0.664550446 0.596443628
0.665010907 0.575870485
0.665474195 0.551666535
0.670375317 0.535953021
0.673060819 0.511796169
0.67574538 0.488675467
0.681538214 0.469408215
0.68555893 0.442862224
0.690471358 0.412462783
0.692715246 0.384632308
0.697173809 0.36664954
0.702078699 0.346097805
0.707871533 0.326830554
0.712776423 0.306278819
0.719458143 0.287011567
0.72569542 0.267316154
0.732378082 0.246764419
0.740837573 0.227497168
0.75018218 0.212939689
0.760414731 0.200094854
0.772425054 0.186821859
0.783546491 0.173548863
0.796890142 0.160275868
0.808448484 0.156422417
0.824895698 0.152997128
0.835564211 0.150428161
0.850233653 0.147002872
0.864014209 0.143577583
0.877794764 0.139724132
0.889349337 0.141008616
0.902683566 0.140152294
0.915574294 0.137583327
1 0.136298843
